,index,in_id,query,answers_text,answers_count,langdetect,langid
17816,28849,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,цифровая грамотность,1.0,ru,ru
17817,28851,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,мобильность,1.0,ru,ru
17818,28852,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,проблемы с написанием текстов,1.0,ru,ru
17819,28853,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,не перепроверяют информацию,1.0,ru,ru
17820,28854,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,визуалы,1.0,ru,ru
17821,28855,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,ориентированы на it,1.0,ru,ru
17822,28857,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,отрешённость,1.0,ru,ru
17823,28858,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,зависимость от гаджетов,1.0,ru,ru
17824,28859,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,интеллектуальность,1.0,ru,ru
17825,28860,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,социальные сети,1.0,ru,ru
17826,28862,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,смартфон в руках,1.0,ru,ru
17827,28863,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,цифровизация процессов,1.0,ru,ru
17828,28864,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,скорость мышления,1.0,ru,ru
17829,28865,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,стремление к комфорту,1.0,ru,ru
17830,28867,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,проблемы с коммуникацией,1.0,ru,ru
17831,28868,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,способность комуницировать уда,1.0,ru,ru
17832,28869,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,в руках постоянно телефон,1.0,ru,ru
17833,28871,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,цифровая грамотность,1.0,ru,ru
17834,28872,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,рассредоточенность внимания,1.0,ru,ru
17835,28873,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,открытость,1.0,ru,ru
17836,28874,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,мобильность,1.0,ru,ru
17837,28875,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,активно пользуются гаджетами,1.0,ru,ru
17838,28876,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,приоритет цифровой информации,1.0,ru,ru
17839,28877,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,поиск информации только в сети,1.0,ru,ru
17840,28878,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,не возможность долгой концентр,1.0,ru,ru
17841,28879,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,уверенное владение всей цифтех,1.0,ru,ru
17842,28880,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,активное использование наджето,1.0,ru,ru
17843,28881,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,свободное владение языками,1.0,ru,ru
17844,28882,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,отказ от бумажных носителей,1.0,ru,ru
17845,28883,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,цифровые сервисы ежедневно,1.0,ru,ru
17846,28884,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,толерантность,1.0,ru,ru
17847,28886,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,эмоции,1.0,ru,ru
17848,28887,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,электронный документооборот,1.0,ru,ru
17849,28888,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,активно пользуется telegram,1.0,ru,ru
17850,28889,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,"больше пишет, чем звонит",1.0,ru,ru
17851,28890,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,неумение понимать текст),1.0,ru,ru
17852,28891,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,"клиповое мышление, многозадачн",1.0,ru,ru
17853,28893,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,приоритетность своих  над колл,1.0,ru,ru
17854,28894,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,"ориентация, сообразительность,",1.0,ru,ru
17855,28895,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,мультизадачность,1.0,ru,ru
17856,28896,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,потеря интереса к чтению,1.0,ru,ru
17857,28897,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,зависимость от гаджетов,1.0,ru,ru
17858,28898,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,"мобильность, творческое мышлен",1.0,ru,ru
17859,28899,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,"вовлечённость,",1.0,ru,ru
17860,28904,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,грамотность,1.0,ru,ru
17861,28905,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,гибкость,1.0,ru,ru
17862,28906,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,быстрота,1.0,ru,ru
17863,28907,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,переключаемость,1.0,ru,ru
17864,28908,7850.0,Назовите 3 наиболее важных для вас признака цифрового поколения?,клиповое мышление,1.0,ru,ru
17865,28912,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",полезно,1.0,ru,ru
17866,28913,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",проникся,1.0,ru,ru
17867,28917,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",на высоте,1.0,ru,ru
17868,28921,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",полезно,1.0,ru,ru
17869,28922,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",добрый вечер мы из россии!,1.0,ru,ru
17870,28923,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",необходимость,1.0,ru,ru
17871,28925,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",всегда,1.0,ru,ru
17872,28926,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",увлекательно,1.0,ru,ru
17873,28928,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",#неуснул,1.0,ru,ru
17874,28929,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",замечательно 👍,1.0,ru,ru
17875,28933,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",благодарный слушатель,1.0,ru,ru
17876,28936,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",эффективно,1.0,ru,ru
17877,28937,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",польза,1.0,ru,ru
17878,28938,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",познавательно,1.0,ru,ru
17879,28939,8038.0,"Если бы нужно было одним словом описать ваше участие в интенсив-курсе, какое бы это было слово?",погружение,1.0,ru,ru
17880,28943,8295.0,Компас это - ...,Движение вперёд.,1.0,ru,ru
17881,28944,8295.0,Компас это - ...,Указатгль направления развития,1.0,ru,ru
17882,28947,8295.0,Компас это - ...,Прогресс,1.0,ru,ru
17883,28950,8295.0,Компас это - ...,Верный путь,1.0,ru,ru
17884,28955,8295.0,Компас это - ...,Движение вверх,1.0,ru,ru
17885,28956,8295.0,Компас это - ...,Путеводитель,1.0,ru,ru
17886,28957,8295.0,Компас это - ...,Лидерство,1.0,ru,ru
17887,28958,8295.0,Компас это - ...,Продвижение,1.0,ru,ru
17888,28963,8295.0,Компас это - ...,Новые возможности,1.0,ru,ru
17889,28964,8295.0,Компас это - ...,Вектор,1.0,ru,ru
17890,28965,8295.0,Компас это - ...,Движение вверх,1.0,ru,ru
17891,28966,8295.0,Компас это - ...,Движение вперёд,1.0,ru,ru
17892,28967,8295.0,Компас это - ...,Цель,1.0,ru,ru
17893,28972,8295.0,Компас это - ...,Вектор,1.0,ru,ru
17894,28974,8295.0,Компас это - ...,Вектор,1.0,ru,ru
17895,28975,8295.0,Компас это - ...,Путеводитель,1.0,ru,ru
17896,28979,8295.0,Компас это - ...,Путеводитель,1.0,ru,ru
17897,28985,8295.0,Компас это - ...,Вектор,1.0,ru,ru
17898,28989,8306.0,Общее впечатление от визита,Норм,1.0,ru,ru
17899,28992,8306.0,Общее впечатление от визита,Любопытно,1.0,ru,ru
17900,28993,8306.0,Общее впечатление от визита,Молодость,1.0,ru,ru
17901,28995,8306.0,Общее впечатление от визита,Налоги,1.0,ru,ru
17902,28996,8306.0,Общее впечатление от визита,Молодость,1.0,ru,ru
17903,28998,8306.0,Общее впечатление от визита,Налоги,1.0,ru,ru
17904,28999,8306.0,Общее впечатление от визита,Молодость,1.0,ru,ru
17905,29002,8306.0,Общее впечатление от визита,ЗАТО по концепции  Иннополиса,1.0,ru,ru
17906,29003,8306.0,Общее впечатление от визита,Новое,1.0,ru,ru
17907,29005,8306.0,Общее впечатление от визита,Современно,1.0,ru,ru
17908,29006,8306.0,Общее впечатление от визита,Просторно,1.0,ru,ru
17909,29009,8306.0,Общее впечатление от визита,Современно,1.0,ru,ru
17910,29011,8306.0,Общее впечатление от визита,Все слишком идеально,1.0,ru,ru
17911,29014,8306.0,Общее впечатление от визита,Удивление,1.0,ru,ru
17912,29015,8306.0,Общее впечатление от визита,Энтузиазм,1.0,ru,ru
17913,29018,8306.0,Общее впечатление от визита,Современно,1.0,ru,ru
17914,29021,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,"конструкт, рефрейминг",1.0,ru,ru
17915,29022,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,алгоритмы стратегии конструкты,1.0,ru,ru
17916,29023,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,5 шагов для разрешения конфл.,1.0,ru,ru
17917,29024,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,5 шагов разрешения конфликта,1.0,ru,ru
17918,29026,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,конструкты,1.0,ru,ru
17919,29027,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,решать конфликты,1.0,ru,ru
17920,29029,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,5 шагов разрешения конфликта,1.0,ru,ru
17921,29031,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,влияние через экспертизу,1.0,ru,ru
17922,29032,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,конструкты,1.0,ru,ru
17923,29035,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,конструкты,1.0,ru,ru
17924,29037,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,стратегии,1.0,ru,ru
17925,29038,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,5 шагов решения конфликта,1.0,ru,ru
17926,29040,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,поиск конструкторов коллег,1.0,ru,ru
17927,29041,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,конфликты,1.0,ru,ru
17928,29044,8414.0,Что планируете применять из пройденного обучения в ближайшее время?,все,1.0,ru,ru
17929,29045,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Сократить срок реал-Ции на 10д,1.0,ru,ru
17930,29046,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Взаимная заинтересованн сторон,1.0,ru,ru
17931,29048,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",> выработку в тек кв ЭЭ на 10%,1.0,ru,ru
17932,29049,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Увеличить результативность,1.0,ru,ru
17933,29050,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?","Перевыполнить на 1,2 цельевой",1.0,ru,ru
17934,29051,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?","Перевыполнение, не менее чем…",1.0,ru,ru
17935,29052,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Результат оцифровать и срок,1.0,ru,ru
17936,29053,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",эффективность управления,1.0,ru,ru
17937,29054,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Повысить уровень текущего сост,1.0,ru,ru
17938,29055,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?","Повысить производительность, у",1.0,ru,ru
17939,29056,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Улучшить,1.0,ru,ru
17940,29057,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Результат с мин. затрат сегодн,1.0,ru,ru
17941,29058,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Снизить расходы в 5 раз,1.0,ru,ru
17942,29059,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Улучшить результативность,1.0,ru,ru
17943,29060,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",На сколько ⬆️Что-то в срок,1.0,ru,ru
17944,29061,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Увеличить произв к 23г. в 2 р,1.0,ru,ru
17945,29063,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Получить результат без потерь,1.0,ru,ru
17946,29064,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Довести показатель эфыективн…,1.0,ru,ru
17947,29065,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Пов эф отч отдела до 31.12,1.0,ru,ru
17948,29066,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",близости к достижению цели,1.0,ru,ru
17949,29068,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Сделать лучше/полезнее,1.0,ru,ru
17950,29069,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Добиться эффекта,1.0,ru,ru
17951,29072,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Увеличить количество по до 80%,1.0,ru,ru
17952,29074,8422.0,"Как переформулировать цель ""Повысить эффективность"" по SMART?",Снизить расходы на 1 рубль,1.0,ru,ru
17953,29077,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",Пробежать 100м за 5с сегодня,1.0,ru,ru
17954,29078,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",Доля + оц.польз.>до90%к31.12,1.0,ru,ru
17955,29081,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",Увеличить выра-ку породы на30%,1.0,ru,ru
17956,29082,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",На 30% повысить прибыль к 23 о,1.0,ru,ru
17957,29086,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",К дек22 ввести в экспл объект,1.0,ru,ru
17958,29087,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",Получить оц. клиентов не ниже,1.0,ru,ru
17959,29091,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",получить ИСО 9001 к 23,1.0,ru,ru
17960,29092,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",Повыш выраб продХ в 2р к 31.12,1.0,ru,ru
17961,29093,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",Выполн. 120%карты кпэ в 2022г,1.0,ru,ru
17962,29095,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",Получ оцен 5 по заданию в срок,1.0,ru,ru
17963,29096,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",Добыть 10 млн тонн руды в 2023,1.0,ru,ru
17964,29099,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",Повышение производ. на 10% еж.,1.0,ru,ru
17965,29102,8424.0,"Как переформулировать цель ""Добиться высоких результатов"" по SMART?",Доб повыш вып прод на 50% к 23,1.0,ru,ru
17966,29104,8496.0,Какой ваш девиз,Эф. ВК - Росатома пароль,1.0,ru,ru
17967,29106,8496.0,Какой ваш девиз,Строим будущее не смотря на об,1.0,ru,ru
17968,29109,8496.0,Какой ваш девиз,Эф-й ВК к лид-у Росатома парол,1.0,ru,ru
17969,29111,8496.0,Какой ваш девиз,Эф ВК к лидерству РА пароль,1.0,ru,ru
17970,29112,8496.0,Какой ваш девиз,Эфф. Вн. Конт к лид.. Росат па,1.0,ru,ru
17971,29113,8496.0,Какой ваш девиз,"Эфф внутр кон, к лид рос парол",1.0,ru,ru
17972,29114,8496.0,Какой ваш девиз,Эф. ВК к лид. Росатома пароль,1.0,ru,ru
17973,29115,8496.0,Какой ваш девиз,Эфф вк к лидерству Росат парол,1.0,ru,ru
17974,29117,8496.0,Какой ваш девиз,Эфф. вк к лидерству ГК пароль,1.0,ru,ru
17975,29118,8496.0,Какой ваш девиз,Эфф вк - к успеху РА пароль,1.0,ru,ru
17976,29119,8496.0,Какой ваш девиз,Эф Вн контр к лид Р пароль,1.0,ru,ru
17977,29120,8496.0,Какой ваш девиз,Эфф.вн.контр.к лид росат.парол,1.0,ru,ru
17978,29121,8496.0,Какой ваш девиз,Эф вн кон к лид Рос пароль,1.0,ru,ru
17979,29122,8496.0,Какой ваш девиз,Эффективный внутренний контрол,1.0,ru,ru
17980,29123,8496.0,Какой ваш девиз,к лидерству Росатома пароль,1.0,ru,ru
17981,29124,8496.0,Какой ваш девиз,Эфф. ВК к лидерству РА пароль,1.0,ru,ru
17982,29125,8496.0,Какой ваш девиз,Эффект вн контр к лид Рос паро,1.0,ru,ru
17983,29126,8496.0,Какой ваш девиз,эф. ВК - к лидерству РА пароль,1.0,ru,ru
17984,29127,8496.0,Какой ваш девиз,Эффект.внутр.контр.клид.Рос.па,1.0,ru,ru
17985,29128,8496.0,Какой ваш девиз,Эфф внутр конт к лид Росат пар,1.0,ru,ru
17986,29129,8496.0,Какой ваш девиз,ВК - от Росатома пароль,1.0,ru,ru
17987,29130,8496.0,Какой ваш девиз,Эффективный контроль - к лидер,1.0,ru,ru
17988,29131,8496.0,Какой ваш девиз,Эффективный ВК к лидер. ра пар,1.0,ru,ru
17989,29132,8496.0,Какой ваш девиз,Эффективный контроль- к лидерс,1.0,ru,ru
17990,29134,8496.0,Какой ваш девиз,ВК к лидр Росатома пароль,1.0,ru,ru
17991,29135,8496.0,Какой ваш девиз,ЭВКкЛРП,1.0,ru,ru
17992,29137,8546.0,Направление Вашей деятельности внутри муниципалитета?,"жкх, благоустройство",1.0,ru,ru
17993,29138,8546.0,Направление Вашей деятельности внутри муниципалитета?,пролетарский округ,1.0,ru,ru
17994,29140,8546.0,Направление Вашей деятельности внутри муниципалитета?,контроль,1.0,ru,ru
17995,29141,8546.0,Направление Вашей деятельности внутри муниципалитета?,жкх. население благоустройство,1.0,ru,ru
17996,29143,8546.0,Направление Вашей деятельности внутри муниципалитета?,жкх,1.0,ru,ru
17997,29144,8546.0,Направление Вашей деятельности внутри муниципалитета?,благоустройство,1.0,ru,ru
17998,29145,8546.0,Направление Вашей деятельности внутри муниципалитета?,пролетарский округ,1.0,ru,ru
17999,29147,8546.0,Направление Вашей деятельности внутри муниципалитета?,контроль,1.0,ru,ru
18000,29148,8546.0,Направление Вашей деятельности внутри муниципалитета?,градостроительство и архитект,1.0,ru,ru
18001,29149,8546.0,Направление Вашей деятельности внутри муниципалитета?,благоустройство,1.0,ru,ru
18002,29150,8546.0,Направление Вашей деятельности внутри муниципалитета?,градостроительство и архитект.,1.0,ru,ru
18003,29153,8546.0,Направление Вашей деятельности внутри муниципалитета?,имущество и земля,1.0,ru,ru
18004,29154,8546.0,Направление Вашей деятельности внутри муниципалитета?,"молодежь, семья, люди с овз",1.0,ru,ru
18005,29156,8546.0,Направление Вашей деятельности внутри муниципалитета?,жилье,1.0,ru,ru
18006,29157,8546.0,Направление Вашей деятельности внутри муниципалитета?,благоустройство,1.0,ru,ru
18007,29158,8546.0,Направление Вашей деятельности внутри муниципалитета?,правовое,1.0,ru,ru
18008,29159,8546.0,Направление Вашей деятельности внутри муниципалитета?,транспорт,1.0,ru,ru
18009,29160,8546.0,Направление Вашей деятельности внутри муниципалитета?,имущество,1.0,ru,ru
18010,29161,8546.0,Направление Вашей деятельности внутри муниципалитета?,правовое,1.0,ru,ru
18011,29162,8546.0,Направление Вашей деятельности внутри муниципалитета?,управление персоналом,1.0,ru,ru
18012,29163,8546.0,Направление Вашей деятельности внутри муниципалитета?,благоустройство,1.0,ru,ru
18013,29167,8546.0,Направление Вашей деятельности внутри муниципалитета?,жкх,1.0,ru,ru
18014,29168,8546.0,Направление Вашей деятельности внутри муниципалитета?,безопасность,1.0,ru,ru
18015,29170,8546.0,Направление Вашей деятельности внутри муниципалитета?,образование,1.0,ru,ru
18016,29171,8546.0,Направление Вашей деятельности внутри муниципалитета?,образование,1.0,ru,ru
18017,29173,8546.0,Направление Вашей деятельности внутри муниципалитета?,всем,1.0,ru,ru
18018,29174,8546.0,Направление Вашей деятельности внутри муниципалитета?,финансы,1.0,ru,ru
18019,29182,8551.0,Что вы сможете использовать в своей работе?,счастливый чиновник,1.0,ru,ru
18020,29183,8551.0,Что вы сможете использовать в своей работе?,термины и хорошее настроение,1.0,ru,ru
18021,29185,8551.0,Что вы сможете использовать в своей работе?,модули,1.0,ru,ru
18022,29186,8551.0,Что вы сможете использовать в своей работе?,модули,1.0,ru,ru
18023,29187,8551.0,Что вы сможете использовать в своей работе?,модули,1.0,ru,ru
18024,29188,8551.0,Что вы сможете использовать в своей работе?,карандаш и  умный город,1.0,ru,ru
18025,29190,8551.0,Что вы сможете использовать в своей работе?,примеры программных модулей,1.0,ru,ru
18026,29192,8551.0,Что вы сможете использовать в своей работе?,коллег,1.0,ru,ru
18027,29193,8551.0,Что вы сможете использовать в своей работе?,все!,1.0,ru,ru
18028,29194,8551.0,Что вы сможете использовать в своей работе?,опыт и знания,1.0,ru,ru
18029,29195,8551.0,Что вы сможете использовать в своей работе?,мечту,1.0,ru,ru
18030,29198,8551.0,Что вы сможете использовать в своей работе?,созданные дорожные карты,1.0,ru,ru
18031,29201,8551.0,Что вы сможете использовать в своей работе?,новые знания,1.0,ru,ru
18032,29202,8551.0,Что вы сможете использовать в своей работе?,модули,1.0,ru,ru
18033,29205,8551.0,Что вы сможете использовать в своей работе?,"что внедрим, то и используем",1.0,ru,ru
18034,29206,8551.0,Что вы сможете использовать в своей работе?,ничего,1.0,ru,ru
18035,29207,8551.0,Что вы сможете использовать в своей работе?,дорожные карты,1.0,ru,ru
18036,29209,8551.0,Что вы сможете использовать в своей работе?,информацию,1.0,ru,ru
18037,29211,8551.0,Что вы сможете использовать в своей работе?,полученный опыт,1.0,ru,ru
18038,29212,8551.0,Что вы сможете использовать в своей работе?,мечту,1.0,ru,ru
18039,29214,8551.0,Что вы сможете использовать в своей работе?,модули,1.0,ru,ru
18040,29216,8551.0,Что вы сможете использовать в своей работе?,бережливое производство,1.0,ru,ru
18041,29218,8551.0,Что вы сможете использовать в своей работе?,программу умный город,1.0,ru,ru
18042,29220,8551.0,Что вы сможете использовать в своей работе?,модули,1.0,ru,ru
18043,29221,8551.0,Что вы сможете использовать в своей работе?,информацию,1.0,ru,ru
18044,29222,8551.0,Что вы сможете использовать в своей работе?,новые термины,1.0,ru,ru
18045,29223,8551.0,Что вы сможете использовать в своей работе?,ничего,1.0,ru,ru
18046,29226,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,Длительные совещания СПС,1.0,ru,ru
18047,29227,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,Отнимает сущ часть раб врем,1.0,ru,ru
18048,29229,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,Большое количество обязанносте,1.0,ru,ru
18049,29230,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,Постоянные вопросы по битриксу,1.0,ru,ru
18050,29231,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,Отсутст системности в раб КЛ,1.0,ru,ru
18051,29232,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,Пост-нно появляющийся нов фун,1.0,ru,ru
18052,29234,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,рост числа обязанностей КЛ,1.0,ru,ru
18053,29236,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,1. отсутствие врем.раб.и нераб,1.0,ru,ru
18054,29237,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,отсутствие мотивации людей,1.0,ru,ru
18055,29238,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,Увеличение сферы ответс-ти,1.0,ru,ru
18056,29240,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,"Время, медленное внедрение КП",1.0,ru,ru
18057,29241,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,нет трудностей,1.0,ru,ru
18058,29242,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,все  понимаю,1.0,ru,ru
18059,29243,8555.0,С какими трудностями Вы сталкиваетесь как кайдзен-лидер? Укажите Топ 3 проблемы.,Длительные совещания СПС,1.0,ru,ru
18060,29245,9058.0,Напишите несколько слов организаторам (вопрос необязательный),применять вопросы мо,1.0,ru,ru
18061,29246,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо,1.0,ru,ru
18062,29247,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо,1.0,ru,ru
18063,29248,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо,1.0,ru,ru
18064,29249,9058.0,Напишите несколько слов организаторам (вопрос необязательный),огромное спасибо,1.0,ru,ru
18065,29250,9058.0,Напишите несколько слов организаторам (вопрос необязательный),верьте в нас!,1.0,ru,ru
18066,29251,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо,1.0,ru,ru
18067,29252,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо,1.0,ru,ru
18068,29254,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо!,1.0,ru,ru
18069,29255,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо,1.0,ru,ru
18070,29256,9058.0,Напишите несколько слов организаторам (вопрос необязательный),большое спасибо,1.0,ru,ru
18071,29257,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо,1.0,ru,ru
18072,29258,9058.0,Напишите несколько слов организаторам (вопрос необязательный),классные опросы,1.0,ru,ru
18073,29259,9058.0,Напишите несколько слов организаторам (вопрос необязательный),на высоте!,1.0,ru,ru
18074,29260,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо,1.0,ru,ru
18075,29261,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо,1.0,ru,ru
18076,29264,9058.0,Напишите несколько слов организаторам (вопрос необязательный),спасибо,1.0,ru,ru
